full_part_number,section,subsection,position_details
CBlankPOL2RM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankPOL2RM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankPOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankPOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankPOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankPOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankPOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankPOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankPOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankPOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankPOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankPOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankPOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankPOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankPOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankPOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankPOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankPOL2CRM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankPOL2CRM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankPOL2CRM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankPOL2CRM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankPOL2CRM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankPOL2CRM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankPOL2CRM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2Blank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2Blank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2Blank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2Blank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2Blank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2Blank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2RM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2RM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2RM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2RM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2RM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2RM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2RM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2RM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2CRM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CBlankSOL2CRM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CBlankSOL2CRM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CBlankSOL2CRM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CBlankSOL2CRM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CBlankSOL2CRM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CBlankSOL2CRM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(Blank): Clear Hole | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CGPOL2Blank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CGPOL2Blank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CGPOL2Blank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CGPOL2Blank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CGPOL2Blank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CGPOL2Blank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CGPOL2RM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CGPOL2RM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CGPOL2RM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CGPOL2RM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CGPOL2RM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CGPOL2RM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CGPOL2RM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CGPOL2RM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CGPOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CGPOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CGPOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CGPOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CGPOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CGPOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CGPOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CGPOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CGPOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
CGPOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
CGPOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
CGPOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
CGPOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
CGPOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
CGPOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(C): 37 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
